query-id,corpus-id,score
trec-202111,NCT01565486,0
trec-202111,NCT01617603,0
trec-202111,NCT01637649,0
trec-202111,NCT01642251,0
trec-202111,NCT01649180,0
trec-202111,NCT01662739,0
trec-202111,NCT01705496,0
trec-202111,NCT01730651,0
trec-202111,NCT01751516,0
trec-202111,NCT01757158,0
trec-202111,NCT01760421,0
trec-202111,NCT01804140,0
trec-202111,NCT01807325,0
trec-202111,NCT01807429,0
trec-202111,NCT01836926,0
trec-202111,NCT01838642,0
trec-202111,NCT01845922,0
trec-202111,NCT01848171,0
trec-202111,NCT01849445,0
trec-202111,NCT01865903,0
trec-202111,NCT01890694,0
trec-202111,NCT01901094,0
trec-202111,NCT01912690,0
trec-202111,NCT01967927,0
trec-202111,NCT01973179,0
trec-202111,NCT01980407,0
trec-202111,NCT01991457,0
trec-202111,NCT01993498,0
trec-202111,NCT01994200,0
trec-202111,NCT01994343,0
trec-202111,NCT01995500,0
trec-202111,NCT01997658,0
trec-202111,NCT02018497,0
trec-202111,NCT02029690,0
trec-202111,NCT02030951,0
trec-202111,NCT02049892,0
trec-202111,NCT02067052,0
trec-202111,NCT02124356,0
trec-202111,NCT02136459,0
trec-202111,NCT02140905,0
trec-202111,NCT02154490,0
trec-202111,NCT02228889,0
trec-202111,NCT02244463,0
trec-202111,NCT02258347,0
trec-202111,NCT02274155,0
trec-202111,NCT02277275,0
trec-202111,NCT02329379,0
trec-202111,NCT02351128,0
trec-202111,NCT02352766,0
trec-202111,NCT02358642,0
trec-202111,NCT02363595,0
trec-202111,NCT02379182,0
trec-202111,NCT02407080,0
trec-202111,NCT02432274,0
trec-202111,NCT02468921,0
trec-202111,NCT02496013,0
trec-202111,NCT02501902,0
trec-202111,NCT02514265,0
trec-202111,NCT02528955,0
trec-202111,NCT02529748,0
trec-202111,NCT02570776,0
trec-202111,NCT02607956,0
trec-202111,NCT02651818,0
trec-202111,NCT02657551,0
trec-202111,NCT02658552,0
trec-202111,NCT02710799,0
trec-202111,NCT02718963,0
trec-202111,NCT02724696,0
trec-202111,NCT02730988,0
trec-202111,NCT02751736,0
trec-202111,NCT02755272,0
trec-202111,NCT02759536,0
trec-202111,NCT02761057,0
trec-202111,NCT02761239,0
trec-202111,NCT02768753,0
trec-202111,NCT02771743,0
trec-202111,NCT02776137,0
trec-202111,NCT02776969,0
trec-202111,NCT02794675,0
trec-202111,NCT02797704,0
trec-202111,NCT02821026,0
trec-202111,NCT02826031,0
trec-202111,NCT02862470,0
trec-202111,NCT02868476,0
trec-202111,NCT02881554,0
trec-202111,NCT02883049,0
trec-202111,NCT02892266,0
trec-202111,NCT02900911,0
trec-202111,NCT02900963,0
trec-202111,NCT02909127,0
trec-202111,NCT02918682,0
trec-202111,NCT02936167,0
trec-202111,NCT02943252,0
trec-202111,NCT02964858,0
trec-202111,NCT02974426,0
trec-202111,NCT02977169,0
trec-202111,NCT02979509,0
trec-202111,NCT02989259,0
trec-202111,NCT02990936,0
trec-202111,NCT02995330,0
trec-202111,NCT02998619,0
trec-202111,NCT03027609,0
trec-202111,NCT03031639,0
trec-202111,NCT03045094,0
trec-202111,NCT03062124,0
trec-202111,NCT03072160,0
trec-202111,NCT03084445,0
trec-202111,NCT03093285,0
trec-202111,NCT03094832,0
trec-202111,NCT03121859,0
trec-202111,NCT03122496,0
trec-202111,NCT03192098,0
trec-202111,NCT03217903,0
trec-202111,NCT03253744,0
trec-202111,NCT03293186,0
trec-202111,NCT03297957,0
trec-202111,NCT03301701,0
trec-202111,NCT03330288,0
trec-202111,NCT03340896,0
trec-202111,NCT03374059,0
trec-202111,NCT03403101,0
trec-202111,NCT03448341,0
trec-202111,NCT03450889,0
trec-202111,NCT03454477,0
trec-202111,NCT03460912,0
trec-202111,NCT03483337,0
trec-202111,NCT03500666,0
trec-202111,NCT03515863,0
trec-202111,NCT03524755,0
trec-202111,NCT03530033,0
trec-202111,NCT03540953,0
trec-202111,NCT03551717,0
trec-202111,NCT03574051,0
trec-202111,NCT03576352,0
trec-202111,NCT03583541,0
trec-202111,NCT03608787,0
trec-202111,NCT03612531,0
trec-202111,NCT03621696,0
trec-202111,NCT03647358,0
trec-202111,NCT03647631,0
trec-202111,NCT03679169,0
trec-202111,NCT03710499,0
trec-202111,NCT03744585,0
trec-202111,NCT03745365,0
trec-202111,NCT03745690,0
trec-202111,NCT03749096,0
trec-202111,NCT03753724,0
trec-202111,NCT03753841,0
trec-202111,NCT03759730,0
trec-202111,NCT03779529,0
trec-202111,NCT03824587,0
trec-202111,NCT03841617,0
trec-202111,NCT03878979,0
trec-202111,NCT03885908,0
trec-202111,NCT03905369,0
trec-202111,NCT03914625,0
trec-202111,NCT03959137,0
trec-202111,NCT03975231,0
trec-202111,NCT03994068,0
trec-202111,NCT04040673,0
trec-202111,NCT04048538,0
trec-202111,NCT04071223,0
trec-202111,NCT04076696,0
trec-202111,NCT04083495,0
trec-202111,NCT04108481,0
trec-202111,NCT04124705,0
trec-202111,NCT04151030,0
trec-202111,NCT04151342,0
trec-202111,NCT04262388,0
trec-202111,NCT04293562,0
trec-202111,NCT04301726,0
trec-202111,NCT04305860,0
trec-202111,NCT04310618,0
trec-202111,NCT04364451,0
trec-202111,NCT04376203,0
trec-202111,NCT04379804,0
trec-202111,NCT04392583,0
trec-202111,NCT04396912,0
trec-202111,NCT04425967,0
trec-202111,NCT04460014,0
trec-202111,NCT04486131,0
trec-202111,NCT04497285,0
trec-202111,NCT04503473,0
trec-202111,NCT04515810,0
trec-202111,NCT04549597,0
trec-202111,NCT04575129,0
trec-202111,NCT04580199,0
trec-202111,NCT04584112,0
trec-202111,NCT04589598,0
trec-202111,NCT04635488,0
trec-202111,NCT04644965,0
trec-202111,NCT04651218,0
trec-202111,NCT04666103,0
trec-202111,NCT04668690,0
trec-202111,NCT04673448,0
trec-202111,NCT04688528,0
trec-202111,NCT04722523,0
trec-202111,NCT04739566,0
trec-202111,NCT04743583,0
trec-202111,NCT04760288,0
trec-202111,NCT04767516,0
trec-202111,NCT04842942,0
trec-202111,NCT04853680,0
trec-202111,NCT00001442,1
trec-202111,NCT00062348,1
trec-202111,NCT00103155,1
trec-202111,NCT00251316,1
trec-202111,NCT00415233,1
trec-202111,NCT00439127,1
trec-202111,NCT00506103,1
trec-202111,NCT00625846,1
trec-202111,NCT00630214,1
trec-202111,NCT00795782,1
trec-202111,NCT00984191,1
trec-202111,NCT01013597,1
trec-202111,NCT01075269,1
trec-202111,NCT01083550,1
trec-202111,NCT01089335,1
trec-202111,NCT01103557,1
trec-202111,NCT01149161,1
trec-202111,NCT01173289,1
trec-202111,NCT01286753,1
trec-202111,NCT01311089,1
trec-202111,NCT01354639,1
trec-202111,NCT01384669,1
trec-202111,NCT01398085,1
trec-202111,NCT01428167,1
trec-202111,NCT01510002,1
trec-202111,NCT01837745,1
trec-202111,NCT01974284,1
trec-202111,NCT02072057,1
trec-202111,NCT02138214,1
trec-202111,NCT02178345,1
trec-202111,NCT02408887,1
trec-202111,NCT02418390,1
trec-202111,NCT02561533,1
trec-202111,NCT02602717,1
trec-202111,NCT02609685,1
trec-202111,NCT02648399,1
trec-202111,NCT02724176,1
trec-202111,NCT02814032,1
trec-202111,NCT02947035,1
trec-202111,NCT02952612,1
trec-202111,NCT03079193,1
trec-202111,NCT03172312,1
trec-202111,NCT03271892,1
trec-202111,NCT03300284,1
trec-202111,NCT03327636,1
trec-202111,NCT03359668,1
trec-202111,NCT03392402,1
trec-202111,NCT03416686,1
trec-202111,NCT03432299,1
trec-202111,NCT03436186,1
trec-202111,NCT03454464,1
trec-202111,NCT03470259,1
trec-202111,NCT03570021,1
trec-202111,NCT03669432,1
trec-202111,NCT03808779,1
trec-202111,NCT03813173,1
trec-202111,NCT03813706,1
trec-202111,NCT03830242,1
trec-202111,NCT03845647,1
trec-202111,NCT04076514,1
trec-202111,NCT04087447,1
trec-202111,NCT04128631,1
trec-202111,NCT04129411,1
trec-202111,NCT04290663,1
trec-202111,NCT04312087,1
trec-202111,NCT04336696,1
trec-202111,NCT04410601,1
trec-202111,NCT04424485,1
trec-202111,NCT04447183,1
trec-202111,NCT04594720,1
trec-202111,NCT04623801,1
trec-202111,NCT04624477,1
trec-202111,NCT04759911,1
trec-202115,NCT00001730,0
trec-202115,NCT00003118,0
trec-202115,NCT00005013,0
trec-202115,NCT00040560,0
trec-202115,NCT00052962,0
trec-202115,NCT00061269,0
trec-202115,NCT00072501,0
trec-202115,NCT00107991,0
trec-202115,NCT00110695,0
trec-202115,NCT00121797,0
trec-202115,NCT00121901,0
trec-202115,NCT00130039,0
trec-202115,NCT00133835,0
trec-202115,NCT00135603,0
trec-202115,NCT00155740,0
trec-202115,NCT00160082,0
trec-202115,NCT00177970,0
trec-202115,NCT00194714,0
trec-202115,NCT00202111,0
trec-202115,NCT00209872,0
trec-202115,NCT00216125,0
trec-202115,NCT00217737,0
trec-202115,NCT00234065,0
trec-202115,NCT00260104,0
trec-202115,NCT00322881,0
trec-202115,NCT00353951,0
trec-202115,NCT00355706,0
trec-202115,NCT00389467,0
trec-202115,NCT00396435,0
trec-202115,NCT00408005,0
trec-202115,NCT00415233,0
trec-202115,NCT00419549,0
trec-202115,NCT00464295,0
trec-202115,NCT00479037,0
trec-202115,NCT00484042,0
trec-202115,NCT00487370,0
trec-202115,NCT00516074,0
trec-202115,NCT00537173,0
trec-202115,NCT00546468,0
trec-202115,NCT00565864,0
trec-202115,NCT00601900,0
trec-202115,NCT00614809,0
trec-202115,NCT00620919,0
trec-202115,NCT00655915,0
trec-202115,NCT00671203,0
trec-202115,NCT00714935,0
trec-202115,NCT00729157,0
trec-202115,NCT00793715,0
trec-202115,NCT00807599,0
trec-202115,NCT00830089,0
trec-202115,NCT00936585,0
trec-202115,NCT00948142,0
trec-202115,NCT00981370,0
trec-202115,NCT00997516,0
trec-202115,NCT01011933,0
trec-202115,NCT01022476,0
trec-202115,NCT01026584,0
trec-202115,NCT01029873,0
trec-202115,NCT01079143,0
trec-202115,NCT01096524,0
trec-202115,NCT01124682,0
trec-202115,NCT01133535,0
trec-202115,NCT01159119,0
trec-202115,NCT01168154,0
trec-202115,NCT01190930,0
trec-202115,NCT01203566,0
trec-202115,NCT01216514,0
trec-202115,NCT01252719,0
trec-202115,NCT01252732,0
trec-202115,NCT01274338,0
trec-202115,NCT01283815,0
trec-202115,NCT01315548,0
trec-202115,NCT01318590,0
trec-202115,NCT01327807,0
trec-202115,NCT01339338,0
trec-202115,NCT01341886,0
trec-202115,NCT01347567,0
trec-202115,NCT01357330,0
trec-202115,NCT01390584,0
trec-202115,NCT01403324,0
trec-202115,NCT01420991,0
trec-202115,NCT01465516,0
trec-202115,NCT01525004,0
trec-202115,NCT01531218,0
trec-202115,NCT01545986,0
trec-202115,NCT01575548,0
